track_id,avg_speed,max_speed,direction_change_rate,dwell_time,size_var
1,52.68954628224129,1303.899825092872,0.34386736501166787,22.866666666666667,1.0931993438821748
2,98.68246919596146,326.4789686385224,0.2707661822485727,9.2,0.4737659334972515
3,22.796228559329663,384.8842339763837,1.5335629115458682,4.066666666666666,0.14476576101713146
4,39.987558986452235,309.32120699868545,0.5664499629057017,19.733333333333334,0.5499797592445456
5,15.07007428031459,61.562151172661444,1.1565400497317215,2.8666666666666667,0.0508604067738113
6,6.989106070877459,34.226049793209384,1.182849020873733,8.266666666666667,0.06356972618849231
7,48.70379790312365,93.46398033567223,0.8565947470845009,0.3333333333333333,0.1124384223178958
8,94.68323708420837,122.50369623657073,0.5883449549388536,0.2,0.0562493221619045
9,23.298987528652432,183.34299146998563,1.4528742251216986,9.733333333333333,0.06681795420541123
10,17.385118126398563,37.740128333579506,0.804692479132321,1.3333333333333333,0.11719942138868825
15,58.88464989663618,318.7931264210277,0.4611895271653371,21.933333333333334,0.8505679849039819
21,13.154900397216865,16.95325056207541,1.1750019010043042,0.4666666666666667,0.04268928015436225
27,35.604711765283895,143.60640547878813,1.715538033573352,0.6666666666666666,0.06668804193308019
31,24.115339060232753,55.48223822596833,1.4404376747608632,0.9333333333333333,0.11798597093696926
35,22.33698959954812,150.0580397902515,1.6662130828094668,3.3333333333333335,0.16817292747570128
36,70.37795667028504,176.4460508394132,1.4408813180591056,0.4666666666666667,0.06106714516127869
39,21.608971986892243,31.70800055671446,2.058464688692598,0.3333333333333333,0.1007738689958529
47,144.43298009632088,1352.0354770587765,0.594513755545957,1.6,0.2748974522905944
54,102.15215255309599,897.2706801565206,0.34594514054401176,13.266666666666667,0.5807355096869438
61,23.445605542814253,109.64040497515784,1.2510707846004951,6.666666666666667,0.15388564187736206
81,48.26388434460129,431.0056376000172,1.1048422508506457,2.3333333333333335,0.09082995140521183
100,15.601270095788266,113.25908874761535,1.370828372057174,5.933333333333334,0.1443688546461165
103,184.26511395032836,341.6124588992515,0.5119397200095854,0.2,0.3765888059968987
109,24.045077720693882,33.73320484495104,2.471206235750019,0.4,0.034461655208175554
127,22.85780394245719,82.68552213614727,1.4209178242357068,3.8666666666666667,0.08492921636732985
128,16.525559301356548,54.64480547955802,1.4893407069707805,4.4,0.05795669091749113
133,126.22151123971442,178.82140919435187,0.8615951328715594,0.26666666666666666,0.2151585767219503
146,63.16194299729063,407.07732123024454,0.3267291491686853,22.266666666666666,0.9288115527207638
157,16.107985345992947,18.783653119641766,0.11167482467091516,0.2,0.013249137314690648
177,148.0225748185244,151.24818180387663,0.4046353903233493,0.2,0.14535240862687107
186,28.383421507605384,38.426571282194814,1.9471644463760698,0.2,0.042969307885868606
190,39.89631550601301,48.1724010161802,2.493449058215466,0.2,0.04801133075516207
196,33.27295010659264,45.025226890575034,0.5958666193329294,0.2,0.061228664123315395
203,145.27574050343506,1421.8281711057787,0.30507545778314515,3.066666666666667,0.2689014114662976
204,34.061705921147166,236.65242294649713,1.2859958748723253,2.4,0.11686456651205537
212,13.348640152565514,71.75200529450572,1.2540459329267462,7.666666666666667,0.057608895043465905
216,39.68501054787479,63.83979967605726,1.2251724640848096,0.4666666666666667,0.04661181780080714
220,120.52977817665796,195.7553524679419,0.18351420141666874,0.2,0.199839249355762
237,19.411143646679893,88.46988197828011,0.9902188840051909,1.0,0.06122168036549104
241,97.12928087591065,139.73336000127455,0.4611400278150586,0.4666666666666667,0.07975388606531197
245,61.97591061215779,92.91328730879668,1.1617500713455091,0.4,0.039282427353708314
253,30.206363747615608,73.02236123494312,1.5231580690002546,1.4666666666666666,0.09445504082319962
256,19.34713200277087,76.61208144559708,1.4453447482980508,0.9333333333333333,0.03176810356709774
260,17.420804795584893,17.89280566830875,1.5762987954888752,0.2,0.00545842652180995
269,19.745891504142545,55.993883979472926,1.0929207136798404,0.4666666666666667,0.06824361848987864
272,18.012944992989503,36.1368451832209,1.6035414720787144,0.3333333333333333,0.029423457600370004
274,79.63292198120352,104.16753643884728,0.6959983514440178,0.2,0.10069993486994536
275,48.3350015732571,162.38824071976663,0.5546382242507333,4.333333333333333,0.13019482976609928
280,22.675538876957617,29.115715120192355,0.3720533605544998,0.2,0.07619180030893972
283,14.519885850706789,198.4198184809101,1.4860202189140428,8.333333333333334,0.15630549588094628
287,13.267378941031653,66.99805241886595,0.9946438368043844,4.0,0.13244263911047902
291,15.545739602812183,46.75137188659254,1.3702812533292195,2.2666666666666666,0.08624692076608345
301,32.212678965967584,92.4807478755497,0.5182422207595405,1.8666666666666667,0.176170613349364
303,31.7114088032835,95.76078921014154,1.86228088094173,1.2,0.05694423684528087
304,14.11953657363194,292.6433411485589,1.0407527826126628,7.866666666666666,0.1397975494888477
308,164.6137575636455,251.24434904248534,1.4076651188306732,0.2,0.12358267538500962
312,9.701585921687512,52.25248420439596,1.3622912635876114,4.133333333333334,0.04163541835422161
317,137.26612985213697,463.24954024258113,0.5359348983074643,2.6,0.18087018422561194
325,18.628010165158866,44.51570806519815,1.4702702774862315,1.6,0.11718279400065446
329,226.13914300056172,815.1249989544189,0.4650606989456881,0.5333333333333333,0.10850620381475612
332,140.54983365543563,695.2278286460337,0.48908398830548655,5.8,0.27312725995797854
341,42.698463167079126,59.54233591747208,0.4106534937206167,0.8666666666666667,0.07675200698212133
