track_id,avg_speed,max_speed,direction_change_rate,dwell_time,size_var,anomaly_flag,anomaly_score
245,56.08285985111917,1989.6426306745936,0.8514364617811201,28.72,1.0271153695996933,-1,-0.22858247967402856
322,330.8168109379056,5570.989017527134,0.2489496324613997,1.16,0.27194042145300906,-1,-0.1701866794478214
189,89.51243961891295,1500.5779450963712,0.33374281147962437,6.92,0.9386093511975413,-1,-0.11407084147012281
99,9.332992480092548,108.16779748007303,1.158988414929128,24.84,0.06060434378968945,-1,-0.08202160750091703
380,338.5611092783843,1307.863023296911,1.61528382309388,0.52,0.3204368501461969,-1,-0.07775109822806292
174,215.3617295063218,1374.4164751500139,1.4308795949883304,0.84,0.6609251911060349,-1,-0.07107986451757886
392,495.63874716499214,1764.294011091451,0.3514839628514814,0.44,0.09937624260689765,-1,-0.061136081631845474
38,53.387082373583574,1620.4727568524952,0.5784498256066644,13.92,0.34584126745165555,-1,-0.056076921529680246
339,188.00669946358295,1219.4855933937547,1.0620508618323359,0.92,0.6391529942256418,-1,-0.03872211858516039
348,344.77816689026287,850.8363896977995,0.867141093104862,1.08,0.20856235580018972,-1,-0.031860954782417794
390,486.4127639859453,894.4808809080627,0.42808724097329687,0.16,0.11636058937734005,-1,-0.027347230124443067
371,27.681928047292224,266.27690507598953,1.12725184590169,19.04,0.0747661543996299,-1,-0.022336565403097475
108,23.266432807488524,27.67227037851162,2.025330676158389,0.16,0.1338364015224498,-1,-0.02180243948209737
332,453.56452852020664,996.9038323748421,0.3395845764779439,0.2,0.0922373222460823,-1,-0.019460607418483766
2,7.593562494017442,80.72807563162172,1.380683216893516,13.28,0.07199325894266947,-1,-0.012266406328244384
8,7.797712348150907,294.24537037151407,1.1761445054736985,14.64,0.11597396343751351,-1,-0.01135525894114131
19,8.120897241910692,18.558949498025438,1.9220806556647418,0.28,0.01010352094929415,-1,-0.004467999896361374
149,133.50426504692504,2083.064816284446,0.5949592108974618,4.12,0.5110976911343095,-1,-0.0016242292749414355
39,333.1815027992672,454.1462604915365,0.17854526530855144,0.12,0.08965378463169942,1,0.014618063474473642
447,98.12421731312703,1783.6289408658458,0.8785419850594114,6.24,0.2812545006420835,1,0.02379850298518099
330,30.493690627087904,108.48242329580182,0.6903173053056142,2.36,0.2890894861240966,1,0.0242003068062408
228,196.1439150064459,2305.300680276702,0.3822714810970697,1.8,0.18954943695090054,1,0.02494457277696177
500,255.67985838182773,2008.3719722902647,0.28764359875199286,0.64,0.14518742048634994,1,0.028902578979315974
236,95.00272266620158,256.1291785628517,1.8751646390867525,0.56,0.09183153450227186,1,0.03023637848304911
164,98.25299864374834,1245.8806548026953,1.0963920185010887,6.52,0.29965619882111305,1,0.0326777800303405
264,157.75386135515774,1833.782753495413,0.41002644545354394,2.16,0.39129785403272976,1,0.032849969149812974
476,98.3864700177839,971.4055018580419,0.8493956657159888,3.24,0.37031253247001056,1,0.03850128925346624
449,12.960147886647748,347.6597565036864,1.1499959299947442,10.28,0.13195382810398046,1,0.045610039414750614
168,196.75404495751494,1993.4617192524715,0.18086607243598557,0.92,0.14182833124174457,1,0.04930104136904018
498,95.45279632778208,1883.0046607626655,0.5526110258941974,3.32,0.3369174838920752,1,0.05028119113751567
44,3.9528533930206993,20.875497209874496,1.180332470614643,1.68,0.0123362323690322,1,0.05580585469469629
101,172.93324685619064,1098.1244946309375,0.9888895320712144,1.08,0.23718481241234976,1,0.05689642836639125
41,150.96528483334353,2119.438151108193,0.18955110793493066,2.68,0.17566092872843028,1,0.056971658612005094
294,4.333455828571591,22.932288798422185,1.4830194600375202,0.48,0.012168390518561993,1,0.0613210480191661
45,94.31696728776741,1016.1658806550652,0.3300572446358001,8.16,0.22767907742413637,1,0.0617052667157143
497,121.49571771660779,1725.4898072858537,0.7854802571317926,3.12,0.09955652757303662,1,0.06269034597283374
50,4.112168304272962,11.538473079253249,1.0477324859429078,0.92,0.014069999238341908,1,0.06272655929236104
516,65.43154827129015,75.98612846721767,0.05114019857131302,0.12,0.057108819371565665,1,0.06404328447219176
324,15.033262359243672,16.49747220864465,0.22608973089522155,0.12,0.022083554953927,1,0.06743605182168072
420,101.32161536432987,1200.1755596724456,0.16113151404178389,4.76,0.10648466206717996,1,0.06802533005844541
440,156.22174149885103,322.05105903519683,1.3908820827810608,0.44,0.0926452809397596,1,0.0680283354906549
529,137.415536108573,451.55878734511896,1.1825220759223947,0.24,0.13807126620301485,1,0.06846165877582938
